,y
7476,4
7115,2
10330,0
8391,4
4336,4
10456,0
5591,3
9170,2
16452,0
5088,0
1687,4
10829,0
8182,1
7805,1
3705,0
15760,4
17395,4
3635,4
13372,1
9485,0
11349,1
7263,0
17289,0
12994,4
15331,4
8171,3
14919,1
16369,0
846,4
2775,3
107,4
6129,0
13387,1
3253,4
12033,4
10765,4
410,0
9980,3
12066,0
4603,2
2243,4
10202,0
2959,4
16077,4
4351,2
2500,0
11948,3
12744,1
15665,1
9684,4
12179,0
13423,3
13142,4
1900,0
2305,2
6034,1
3754,2
14242,2
12627,1
11920,2
6764,2
11175,4
4595,3
10004,4
16460,4
1152,4
15444,3
12725,0
5065,3
15670,0
5283,0
11975,4
5586,1
5016,4
6999,4
3292,0
2826,4
13761,3
17064,1
1256,4
8433,2
3514,4
3505,1
3919,0
15978,0
13952,4
15915,1
5482,4
10372,4
7138,4
6460,4
15056,0
472,4
7567,0
485,0
5987,4
17750,0
14224,0
2862,1
13506,2
14664,4
13589,1
5607,0
15592,0
17620,0
14027,2
10359,1
10306,4
14710,4
442,3
16570,0
3468,1
2648,4
3304,0
5863,0
6502,2
13431,0
8321,2
7679,1
13035,4
8836,2
1678,0
4243,0
5362,2
11620,1
1692,3
8621,1
10619,0
3064,1
6065,4
3180,0
8922,0
13935,0
14137,3
12475,4
15235,0
15995,0
3321,2
10611,0
4077,3
5577,2
1538,1
15186,1
4510,0
10342,4
8260,4
3824,4
14504,0
14544,1
16960,2
13498,4
5901,0
16694,4
17248,0
13972,1
11651,3
12371,4
6344,4
15608,2
4160,4
14448,0
12543,1
9939,1
11745,2
5102,4
16763,4
13533,0
90,4
13716,3
8523,0
12451,3
16407,0
16708,4
2303,0
3030,4
1341,3
5031,2
2144,2
7172,0
11785,4
8993,4
4347,1
15028,2
8303,0
16372,4
5871,2
10651,2
1736,4
12542,0
16901,0
4843,4
10859,4
17060,3
11266,4
6869,0
13091,1
8100,2
2359,2
12908,4
5956,0
11330,4
11927,0
968,2
300,0
620,0
2250,3
10036,0
2246,4
1973,4
14829,2
398,4
5610,4
10478,4
2334,4
9329,0
15649,4
7164,0
7571,3
698,2
7758,0
6683,0
10475,4
12928,3
15639,0
3213,1
13188,3
5385,4
1385,0
10980,3
4057,1
11249,0
2061,1
2147,0
14630,3
16568,3
3731,0
15263,0
2206,1
9948,0
8158,2
2409,0
3231,3
17082,1
7715,3
7014,2
17631,4
11180,0
13776,4
5888,4
5093,2
17073,2
11491,2
387,0
5700,4
952,2
1815,4
3978,0
12532,3
4261,3
13973,4
4942,2
13508,2
13314,1
4355,0
16678,0
1724,4
4163,0
9938,0
15599,4
12362,0
3844,4
16449,0
9233,4
7777,3
15016,1
6475,3
16801,0
4752,3
13117,0
6777,0
15910,4
11738,3
113,0
12413,2
7373,1
13534,0
17185,1
1849,1
714,0
8463,0
8146,1
4902,0
929,0
16244,4
14495,2
4585,1
4948,4
1583,1
14281,0
8782,1
8475,0
13436,3
8508,0
12820,4
3191,4
1247,4
14604,0
16686,3
5641,1
14505,2
16955,2
2680,1
16653,3
1391,3
15675,0
3681,4
17528,0
10884,0
13584,0
1766,4
7597,4
9824,2
16747,1
4777,1
10253,0
13144,0
15555,2
13513,3
6072,0
12826,4
4189,3
12544,1
9512,2
13565,0
14194,4
14149,4
5873,4
3621,4
11569,4
12390,4
7348,2
2260,3
16037,1
5943,1
7714,0
14736,1
6864,1
5083,0
17756,0
8588,3
5967,0
11383,3
5021,4
12398,1
17276,4
8569,3
1125,0
16286,3
17622,2
6312,4
7630,4
1482,2
8539,4
7351,0
8256,0
10038,3
13232,3
8331,3
7141,3
9806,1
17590,3
8555,1
10984,4
6526,4
14741,4
3525,0
11797,4
17383,0
9130,4
16151,4
4103,0
735,4
1310,4
3319,4
4285,3
15199,0
14537,4
8954,0
7390,0
6971,4
17336,4
12883,3
10693,2
8039,0
9843,4
9433,4
3203,1
1820,3
1533,4
11861,3
774,3
2137,3
6805,4
2644,4
1116,0
4771,3
13884,1
3925,0
14922,1
14539,3
9567,2
8273,1
1132,2
10363,4
13609,1
6221,0
3949,2
12649,1
10944,3
10806,3
12933,4
10824,4
7578,1
11177,0
3019,2
17419,4
15696,3
6413,4
10873,0
16469,4
13056,4
3129,4
17611,4
14901,0
3933,2
12099,2
16256,3
13316,4
8673,3
7698,0
10616,0
13892,3
17765,1
3729,0
5858,0
5984,3
288,0
11706,0
15335,4
17412,4
14841,4
11723,0
5,3
4279,0
11837,1
10811,0
17467,4
13255,1
5874,1
12734,0
13373,3
8553,3
12360,4
17721,3
14900,1
4830,4
6743,1
34,3
830,4
1832,2
16500,3
11361,0
67,4
17627,0
1839,4
10418,3
10689,4
13666,3
16368,0
10997,4
16571,0
15282,4
15486,4
1314,0
5941,0
7742,0
5991,3
14794,2
1114,4
13177,4
16606,0
12117,4
14151,4
15541,4
4383,4
8452,4
15312,3
6137,2
10130,0
11109,4
6324,0
5141,0
13176,4
3714,4
11473,0
3669,4
9562,1
9768,4
10047,2
11078,4
13848,0
4329,1
17135,0
1607,3
10818,0
12660,4
3879,4
12223,4
249,1
9693,1
1136,3
17080,1
1220,4
3058,0
15055,4
2654,0
10491,3
2873,3
4328,0
474,2
6136,0
9564,3
7563,1
8654,4
9558,0
12569,4
9648,0
7453,4
16612,2
5333,1
11055,2
0,4
9672,0
12702,4
6686,0
15453,3
6918,4
15069,0
8853,0
10828,0
11709,1
3671,0
15640,3
2543,0
9904,0
5699,4
9313,4
3718,3
230,4
11034,4
14049,2
4306,4
5935,0
5885,0
16137,1
8753,0
1789,0
432,3
2811,3
17233,0
16507,1
13378,0
8529,0
13596,3
2821,1
16876,4
4574,4
7994,4
17698,4
13800,4
16711,3
5751,0
11581,1
11102,1
14002,2
11143,4
13189,0
29,3
9352,1
7307,4
15544,4
13065,0
12671,4
225,4
15464,0
17148,4
15988,2
860,0
14038,1
14575,4
6101,0
4250,3
1875,4
8612,4
2443,0
10142,3
8441,4
9751,1
3862,0
7415,2
3148,3
5393,0
6012,3
17199,0
7883,1
9263,3
5917,0
7103,0
10174,3
1313,4
11971,4
13976,3
1079,4
15320,4
9402,2
198,0
780,0
1018,4
9559,4
8911,0
3751,0
16260,3
17673,4
6607,4
17692,1
1486,4
14177,1
11040,0
1312,0
9859,0
6277,4
14958,4
5115,0
7737,2
11161,2
14985,0
7292,0
575,3
12002,4
13789,0
9076,3
1468,4
9923,1
3735,0
3972,0
1380,0
955,0
4256,4
4766,2
16442,1
3577,4
10566,4
11532,1
3893,3
15512,4
6849,4
14689,4
9588,4
6257,4
1410,1
16154,3
7746,0
15378,0
9538,0
467,4
8138,4
3618,3
16667,0
4631,0
11480,3
6545,1
8011,2
14094,4
13734,4
6811,4
11965,0
11759,0
17910,3
10769,1
16583,0
17526,4
12125,0
746,0
12717,1
5442,4
16892,3
1157,0
12326,3
4452,4
11901,3
11165,2
896,3
12683,0
13159,1
938,3
17726,1
882,0
3803,1
15502,3
13711,0
1168,0
8713,4
12709,0
10205,0
11646,3
9362,0
4135,0
15398,0
13402,3
9160,0
11670,3
12614,4
2101,4
15966,4
2509,1
1195,4
7152,1
3350,4
4746,3
3501,0
15993,3
5223,0
8536,1
11376,3
8128,4
6676,4
17927,0
4062,0
862,1
7868,2
9612,4
1045,4
3137,4
4371,0
2956,0
16249,1
1781,4
1669,2
1936,2
14545,3
7751,0
5023,4
16339,2
17499,0
17587,0
1774,3
323,4
6209,3
13561,2
13430,4
1383,4
4934,4
11744,4
14484,3
8184,1
6076,0
3031,2
3507,0
9889,2
2346,4
2465,0
3205,2
7015,2
14097,2
14978,4
6724,1
16363,1
7494,4
3650,4
13156,0
11354,2
3334,1
4375,1
10435,3
2491,0
1569,4
386,2
5046,4
6778,4
17340,2
4426,4
14239,4
959,0
13024,3
14608,4
2292,2
7513,0
14385,1
311,4
12361,0
7045,4
1302,4
11622,3
9310,3
16210,4
2004,2
691,3
13386,4
14811,1
11926,4
10219,3
13578,1
6798,0
540,2
5413,4
4931,4
12173,4
12170,3
2135,2
12845,1
10875,4
7999,3
16722,4
16729,4
8089,0
16769,4
12822,4
4817,4
5126,0
46,0
3105,0
10573,1
7949,1
12777,2
6245,4
16669,3
14864,4
16576,0
13028,2
14735,4
15507,1
5752,1
13660,3
11060,3
10450,0
15952,4
2377,0
15191,4
1908,3
17651,0
13362,1
1479,4
12529,1
9232,4
12746,3
5260,4
12977,1
11168,2
2647,4
4905,0
13590,0
2768,2
6994,0
7234,0
14662,0
5179,2
8493,2
12852,3
2316,0
14614,2
13783,4
12324,4
12088,3
4897,1
6695,4
1662,2
10248,4
1723,4
12070,0
7611,0
2745,1
7617,2
5030,0
5216,0
13324,1
6675,0
9351,0
15515,0
11084,4
11320,1
3781,2
15980,4
7195,4
7177,2
4705,4
3581,4
12526,0
5540,2
2677,2
10600,4
11468,0
17050,1
15682,2
15693,4
10956,4
9649,1
10976,0
2077,3
4066,4
13918,4
2309,1
8275,4
4094,0
2572,4
5817,1
671,4
5348,2
13148,4
14247,0
15848,4
6837,4
10772,0
11576,2
14063,1
5681,4
3988,0
441,1
1647,1
15802,4
1535,1
12207,3
536,4
4571,1
2914,4
2846,4
6565,3
14896,4
6174,0
6285,3
11439,1
700,0
2036,0
3391,0
8712,2
10463,1
13751,4
3587,2
10552,3
8628,0
1639,4
15349,4
8687,0
13067,0
12275,4
2418,0
17358,0
9136,4
5973,4
7446,2
3368,3
17601,2
14354,2
13443,2
9689,1
5920,0
1190,0
1658,1
7781,4
1245,1
10948,2
4281,2
8802,1
17173,2
5436,0
17122,4
5242,3
6583,4
10678,3
634,4
9107,0
4653,0
15594,4
10322,1
1460,3
1809,0
133,0
9166,0
5892,3
5140,2
6074,4
11454,2
8033,1
4388,1
4255,4
9315,4
987,1
2384,3
10053,3
1275,0
7365,0
2933,0
10808,4
14290,4
16446,3
6762,4
8788,4
8691,3
17205,0
3296,4
5679,4
81,4
1988,0
9097,3
9397,4
23,1
10495,0
1827,2
11554,4
17773,3
16142,0
9249,3
16120,0
10139,3
10163,4
10852,1
3700,1
11136,0
9992,0
9391,0
747,0
6067,0
395,0
8796,2
2185,4
11428,0
16866,0
3309,2
12434,0
12596,4
14015,3
11386,4
9435,1
17657,4
7963,1
3599,0
17225,1
15721,2
15863,4
17712,0
7789,1
1870,2
15947,4
9407,0
1464,3
16090,4
8923,4
9422,4
5510,2
12630,4
15177,4
16320,1
9914,3
14082,3
12399,0
16,2
17292,0
16273,1
15717,2
11113,1
16909,0
1377,4
7653,1
17777,4
654,4
17013,0
15113,2
17840,4
9101,0
12758,4
9236,2
10214,4
9465,1
5323,1
16594,0
17866,0
4004,3
13457,2
11911,0
5649,3
13241,2
2875,1
16209,1
130,0
12730,2
3877,2
17838,4
14381,1
14783,0
14563,0
4839,0
1739,3
1638,0
13125,0
15461,3
10609,0
12083,0
16919,3
10481,0
5477,4
16160,3
3583,0
16396,1
8465,0
4190,3
15394,0
608,1
11044,0
9909,2
5493,0
1889,3
7903,0
7271,3
16275,0
2513,0
7827,2
15473,2
8671,3
2699,2
17670,0
17656,0
14202,1
5417,2
1840,3
2597,0
12273,3
15203,4
2174,4
12276,0
2205,3
3060,4
2772,0
5831,2
8677,2
16132,3
9617,0
6319,2
15181,4
9349,0
3623,4
12272,3
5412,0
6552,1
8931,4
11849,3
16775,1
6192,0
14157,4
2728,4
16783,4
14338,0
9797,2
11510,3
2371,0
13811,2
17000,1
17382,2
490,3
16930,4
6334,4
8715,4
2311,4
14586,1
16171,4
16626,3
16271,0
1770,0
2445,3
3817,0
13061,1
863,4
3152,4
14961,2
6527,2
9705,3
6010,0
3104,0
7265,4
3723,1
17671,0
13638,2
5995,4
5271,0
11802,0
6670,4
9810,1
9426,4
10685,3
2535,0
6199,0
13303,4
12863,4
14298,4
7355,4
2420,4
13588,0
6393,0
8006,4
16327,2
13459,2
1551,4
8526,0
10893,1
1430,4
5107,1
6298,4
15260,3
11936,0
14702,4
13407,4
13111,3
1428,2
2281,1
6716,1
15488,4
16193,4
16710,1
14433,4
6240,0
2628,1
4025,0
13814,3
12656,2
15053,3
16773,3
2029,3
11046,0
6264,2
9295,1
10770,4
9874,4
9345,4
11695,4
4409,0
13395,0
11367,4
4469,1
16391,1
5671,0
3197,1
3381,4
12708,4
15197,1
8967,0
6858,3
15265,1
12241,0
1618,4
7834,3
5954,2
17477,2
5466,0
14108,0
8196,0
17112,4
14236,2
11598,4
11951,4
5071,0
4158,2
7219,4
15569,0
9144,4
2285,4
14887,4
5263,0
14044,4
449,1
9764,0
15119,3
11735,4
10275,4
9935,0
7186,1
52,1
16419,0
9783,3
10294,3
10310,3
4936,3
1627,0
12787,3
17563,1
11536,0
8532,4
1890,4
1641,2
2884,4
17873,4
861,0
14007,4
2422,1
505,1
5514,2
9271,0
15923,2
2523,4
8980,4
12979,4
9547,1
2781,4
2840,2
15964,0
3905,0
12340,4
17346,3
9780,4
15328,0
17609,4
11452,2
17204,1
15393,3
9650,4
68,2
2020,0
16832,3
15058,4
13535,0
14910,4
6529,2
6654,2
5079,3
8969,1
15007,4
2468,4
4597,4
5433,0
2085,1
13132,0
8348,2
14033,4
17778,1
3061,4
15672,2
4525,4
15079,0
1588,1
8953,0
2489,0
17086,4
7188,2
5363,1
6509,0
17042,0
1036,3
13366,3
1898,0
17398,4
4105,3
4387,0
3888,0
1001,0
6092,0
9229,4
5739,0
2878,3
11324,0
480,0
13647,0
13274,4
15986,0
4694,2
13185,2
10355,3
13217,4
17322,1
14087,3
10116,4
2632,1
14444,1
11227,1
10799,0
16709,0
17024,0
6116,3
9491,4
16630,3
903,0
17234,4
7624,4
9630,2
8956,4
1463,2
874,2
11770,2
10522,4
9452,0
12506,4
5544,4
6744,0
9350,4
14567,4
7734,4
10259,4
7073,0
12060,1
11282,3
15424,4
13909,0
7888,1
807,0
5234,0
15765,4
956,2
12705,2
7871,4
43,0
257,4
16040,4
17145,4
11186,4
3071,4
2361,4
10797,4
16355,0
1225,1
15493,3
1733,1
14401,4
10009,1
1209,0
1091,3
17267,0
651,3
2987,2
1495,0
13828,1
5454,4
10768,0
3470,3
6242,3
4623,0
5211,0
1180,3
3520,3
8680,2
4339,1
12205,1
3401,4
11384,0
3960,3
15625,0
9985,3
15656,2
14408,1
16049,2
3456,4
5530,4
5025,0
17539,0
384,3
7570,0
15685,0
9552,2
7400,3
7782,4
17588,4
3962,1
17161,1
16169,1
173,4
10387,4
4555,0
6920,4
17813,3
2289,1
3413,2
14795,1
5472,2
16314,1
1952,4
2227,0
3995,4
3913,0
5237,3
7042,2
4584,3
6917,0
7969,1
10277,4
360,4
2148,4
7918,0
181,0
10911,0
11105,1
13467,0
13020,3
3226,0
13011,4
10677,4
4051,2
12214,0
12331,3
17149,1
6327,4
16587,4
619,2
4840,4
15913,0
16180,4
15648,4
732,0
17747,0
17146,0
15935,1
6712,1
14380,1
5890,4
10001,0
14471,4
17091,0
17814,1
10680,3
15504,0
17703,0
16813,0
17093,2
14114,0
12293,4
13715,2
9647,0
7821,4
3574,4
6274,3
5637,2
14030,2
5528,4
10258,3
11091,4
9577,3
3238,0
3390,2
16422,0
5997,4
11038,3
14944,0
7313,0
16627,0
6856,1
17011,0
11545,4
114,4
13943,3
2328,1
12057,2
4384,0
15927,4
10187,4
6645,0
15917,4
15268,3
9204,0
6850,4
9038,1
9706,3
17794,4
1211,0
10302,3
1230,0
4369,1
2847,4
9191,3
2083,3
11345,4
6160,3
8924,0
7069,4
16771,3
14960,4
4877,0
8251,3
16859,0
4438,1
14698,0
13398,3
9455,3
9252,4
11671,0
8067,2
9604,3
4282,1
8638,0
3981,2
5758,2
14216,0
8510,3
1529,0
17842,4
14816,4
8298,0
9089,4
8733,0
4742,0
3303,1
9082,0
11780,3
2411,0
13277,0
13999,0
9721,1
7487,3
15257,0
1265,0
17208,3
14428,2
6852,0
4095,4
17393,0
16610,1
5711,2
11524,4
6770,2
6173,2
9911,3
1960,1
16325,1
16109,4
17254,0
13551,4
1560,0
429,0
15744,0
12015,4
16969,4
7067,3
15912,1
7439,1
16281,1
5457,0
7379,0
962,4
17272,0
5683,0
1725,2
9954,3
14469,1
14547,4
243,3
14585,0
6343,1
9592,0
11937,0
9489,3
684,0
16803,1
2476,1
15093,0
8401,4
8380,0
2568,1
16326,0
17808,4
14263,3
8509,2
5426,4
3772,4
9301,3
10453,2
11244,2
4168,1
16061,4
10942,2
2691,2
2542,0
8364,1
10711,0
1597,3
8850,0
4638,3
14074,4
5146,0
16916,0
14310,0
6033,4
14422,1
12721,3
11184,1
6826,4
14225,3
3842,0
2864,4
6113,2
10591,4
13309,1
13469,0
2845,0
5133,2
10647,1
10588,2
2330,1
5560,4
7027,0
1868,1
2080,2
11335,4
9448,4
17546,1
16936,3
8756,1
3445,0
1266,4
14115,1
9403,3
5965,3
9865,1
7303,0
12065,4
7227,3
17349,0
11206,2
3992,4
3009,2
11146,1
17280,2
9270,0
6336,0
11589,4
6782,0
11314,4
14458,0
12285,1
545,4
17542,4
17157,1
7284,1
11221,4
1550,4
12336,0
17595,0
17455,4
3864,1
5265,1
14492,0
5982,3
16648,0
15633,4
13832,0
1450,1
12964,3
7806,1
14077,2
14812,2
6287,1
12911,1
5636,0
4060,2
14187,3
14511,0
8388,4
13749,2
15889,2
10658,3
17084,0
2450,2
17427,1
532,3
14231,4
11174,4
9420,0
16403,0
1779,3
5661,1
15361,0
17015,2
17858,0
2619,4
5414,4
11871,4
10601,4
2656,3
6641,4
2830,4
17400,2
335,1
17899,4
9846,2
4214,3
471,4
14858,4
13253,4
1421,0
3114,2
260,3
16704,4
14159,3
13808,2
4492,0
14306,4
5783,1
5014,2
5177,3
15370,1
6237,3
246,0
17520,4
16014,0
16371,0
11455,0
14443,1
17565,4
15895,2
16163,1
6948,0
16063,2
4199,0
10691,1
16834,2
13306,3
7084,2
14332,1
12693,2
12457,3
1003,1
6797,4
2069,0
763,2
11982,4
1523,1
9993,0
16074,2
3259,0
4475,0
15200,0
1924,4
16015,4
17582,4
11791,4
1631,0
1502,4
12423,1
4231,4
1151,4
3373,0
1999,3
1085,4
8991,4
11477,0
13495,0
16555,4
8727,4
1887,0
1968,4
13724,4
3655,3
13957,0
160,0
6866,2
11,0
1242,0
17598,4
5406,1
662,4
2642,3
17652,3
15967,0
9609,4
11571,4
9848,4
3018,4
10955,0
6024,4
7850,4
7489,4
3054,0
2269,4
4812,4
4048,0
10985,4
6095,3
12684,1
1665,4
8798,0
11541,4
5957,0
15420,4
13050,0
6375,0
9230,3
1506,4
17313,4
990,4
1945,3
8107,4
17277,2
549,0
12122,0
13375,3
17610,4
11018,3
9247,3
5939,1
12945,0
14769,0
12391,0
5258,0
10814,4
992,4
9727,4
2673,3
11703,4
9418,0
5122,1
11768,4
5968,4
11634,0
1991,4
3926,2
8627,2
4430,4
1517,1
5687,3
10295,4
1210,4
4738,4
10383,0
3175,4
7518,3
4483,0
17065,1
1271,4
7434,1
12242,2
16464,4
14963,3
12982,4
2563,4
4854,0
10605,1
3513,4
4487,1
7817,2
1778,4
11039,1
3963,4
5673,1
10278,1
15303,2
5784,4
15773,4
4684,0
2414,1
6293,3
1600,0
9140,0
786,4
17567,1
6944,2
12773,1
15540,0
3195,4
11287,1
15326,0
14404,2
4588,1
4043,1
13166,3
10554,1
3109,2
6047,4
10025,4
11485,0
15503,0
14429,1
7759,3
9928,0
14265,3
7580,0
2920,0
8659,0
17660,4
15745,3
12216,4
11393,4
14440,0
5860,4
16849,2
15385,4
5675,0
7957,1
9188,2
1867,1
4544,3
5718,4
4682,4
17206,2
10812,2
15671,3
17008,4
7848,1
1746,4
13511,0
11705,0
7628,4
9653,4
5584,4
768,1
10094,3
10569,1
6765,0
86,0
12955,2
784,1
4346,0
14326,3
7422,0
11371,0
9695,0
16461,4
9498,0
6233,3
9425,4
11549,0
2893,4
7769,3
9431,0
7174,0
4751,0
4039,0
10615,1
16652,2
4951,0
15704,2
4109,0
13557,0
9019,4
10169,4
12839,0
11120,4
17474,3
14534,0
6501,3
5011,0
8885,4
3858,1
2887,3
16066,3
3108,2
7059,4
17186,4
309,2
17045,4
14383,4
2038,4
15358,4
640,3
6810,3
5724,4
13773,0
757,0
13764,0
10059,0
6025,0
7468,3
4922,4
12700,3
12177,4
11717,0
12016,0
599,0
2679,4
6868,3
1579,0
3936,2
3973,1
14386,0
884,0
3217,1
3165,1
6992,0
5145,4
11332,1
14172,0
493,4
15522,3
3255,4
16536,3
3117,3
9977,0
13139,4
16179,0
132,2
7853,4
2643,0
2039,4
3125,2
1439,4
9462,2
3564,2
13432,2
7035,0
10057,4
11131,1
11642,4
8598,3
11481,4
1853,2
19,1
9183,4
3046,4
7647,1
14208,4
6164,0
13054,0
7694,4
10374,4
12482,0
8126,0
12609,4
1372,4
5725,4
4729,1
5470,2
7717,0
8246,1
9359,3
15359,4
1074,4
17128,3
8895,3
2255,1
16504,4
8088,1
4213,1
4258,0
14021,0
12392,1
10576,2
14212,3
13752,0
1411,3
15621,1
13964,0
8130,3
16166,0
15070,0
5932,0
15513,4
4155,1
2606,3
3411,0
12208,0
5789,0
14243,4
12507,2
9365,0
13074,0
7756,4
2044,2
2118,1
907,1
17870,4
7818,2
10737,4
2176,2
501,4
9375,2
10307,3
2106,1
14791,0
2832,3
13946,4
7832,3
17923,1
6956,4
10725,1
779,4
16451,1
17107,0
14720,4
2653,4
196,0
15970,2
7043,2
11171,4
14161,3
2696,2
2921,0
12367,0
3354,4
9227,1
16948,4
10961,2
5714,1
2012,1
2308,2
8296,4
12663,4
3397,0
2223,0
15159,3
15732,2
16195,4
71,3
5672,1
12975,4
15949,4
14768,4
15735,4
3819,1
1844,1
11602,4
8827,4
16265,0
13208,3
10707,1
16792,3
15299,0
12912,0
11051,1
15063,0
6710,3
5882,1
11459,4
13904,4
2536,4
939,4
811,0
16770,1
10285,0
15834,1
17203,4
1673,3
14929,0
15750,1
17675,0
1118,0
5848,4
10518,1
7510,4
8356,4
4753,4
187,4
17290,0
2692,4
1196,1
567,3
10703,4
11609,1
730,4
10715,4
17642,4
8689,0
4091,2
11778,4
2488,0
15740,4
10185,0
3934,0
9008,2
12153,1
11475,4
4683,4
127,4
5416,0
8318,1
9360,0
5727,1
5423,4
7859,0
15805,3
13038,0
15674,1
622,0
191,4
15710,0
2803,1
2897,4
17380,4
8110,2
6437,0
4263,3
2062,2
3542,4
10798,3
2505,4
3661,3
17270,2
13437,3
17249,4
13770,4
263,0
9060,4
8805,2
4445,3
5159,0
5180,4
8615,2
8792,0
16776,1
6680,4
9690,0
7613,4
4205,4
8744,3
182,2
6123,4
8387,1
13502,3
6899,4
9291,3
16212,3
17787,4
7598,3
5608,3
5844,2
2742,0
14644,4
13925,4
7438,0
797,3
7556,1
6540,4
16194,0
5802,0
6727,4
14042,0
7444,4
5666,0
10599,4
16255,4
13965,4
9484,4
4312,4
4857,4
3763,0
12455,0
5028,1
11270,3
10264,0
10640,4
1117,2
2808,4
17303,0
15298,4
5757,2
15655,4
3747,3
2710,1
6358,0
8457,4
12352,0
16723,4
7739,0
7288,4
6689,1
12591,4
2452,4
7173,2
11621,3
14801,4
4041,1
7830,2
15796,3
8168,0
8982,4
14270,0
7420,0
905,3
3225,3
128,4
15936,3
4072,0
12828,0
10326,4
11423,3
357,2
9061,4
16937,1
16756,1
5992,3
5592,3
2790,4
3426,4
6928,4
11378,0
1420,4
10909,4
954,4
351,2
16797,1
1015,0
12814,0
12578,0
15926,0
12991,3
14977,2
13149,2
10767,4
13445,4
15153,0
8494,1
11436,0
1336,0
15613,4
15411,1
11555,3
10147,2
8271,2
13996,4
1425,4
1325,3
11309,0
5217,0
17694,4
9296,4
3193,0
9,4
15500,2
10560,2
11762,0
17828,0
14456,0
1704,3
915,1
6719,4
5431,0
16675,1
6328,2
3980,4
14072,2
4049,1
4995,0
14070,4
8583,4
5062,0
10375,4
8786,3
6714,4
12493,3
8722,2
16646,4
2495,3
12625,0
7573,2
83,4
11089,4
16080,2
8164,1
13823,4
4523,4
506,4
7249,0
5537,4
5288,2
16324,4
8647,3
11467,1
15351,0
7892,1
14697,4
14215,4
15882,1
4718,2
7666,3
13093,4
8395,2
15281,2
16393,0
5902,1
1656,3
16873,4
13570,3
17809,4
5959,1
9528,4
17032,1
5857,4
9415,4
12344,4
14671,0
4169,3
237,1
17240,0
15626,3
4313,3
10274,0
17165,0
7906,3
4606,2
12867,4
7585,1
17099,4
3627,2
14417,2
9916,1
17229,2
1599,0
5916,4
205,0
9736,2
3652,4
14956,4
6862,0
16411,3
11673,4
17559,3
593,4
3252,3
16825,1
1821,0
6337,4
10714,0
4002,0
13137,0
8589,4
13278,0
17027,1
6267,0
2071,1
4033,0
12682,0
17397,0
10474,4
7799,3
5549,2
17116,3
9070,0
10477,0
161,4
10408,4
16751,1
376,4
14452,1
9013,2
13601,0
6259,0
16603,0
11153,4
5208,4
9586,3
16399,0
16989,0
16950,4
11339,0
7139,1
6628,0
14820,1
16647,3
16737,1
16289,3
15885,0
2433,0
5810,2
4538,3
321,2
14909,2
720,4
11998,0
16582,4
16514,0
15339,1
10613,0
12244,4
2530,1
3458,0
13183,0
15432,3
13258,1
15216,4
11466,0
6539,3
5052,4
11977,3
15906,2
5076,1
14334,4
12696,3
6154,0
1970,3
2054,4
6883,3
155,1
11771,0
11029,0
135,2
9050,1
8190,2
3720,1
12678,1
15355,0
14655,4
5684,4
11888,2
5853,3
14468,3
5341,0
2208,4
7216,4
13908,0
16497,1
1934,4
3435,4
379,3
5597,4
8121,1
796,0
1493,4
13503,3
11879,3
6652,1
382,2
17846,4
9018,4
16994,2
5369,2
13672,0
5638,2
17039,4
1530,0
17538,4
10354,4
12837,3
12919,0
3780,3
9554,1
13138,4
12097,0
10434,2
5913,1
1156,0
9682,0
1413,4
16982,0
5125,0
6541,4
12069,0
15622,3
15076,3
7158,4
7169,0
15496,1
8353,1
8199,4
7648,2
4012,2
2659,3
15508,4
2145,1
3813,4
7057,4
12968,0
10138,0
4519,4
17800,1
16106,4
6494,0
4947,1
5627,0
6813,1
10331,0
2886,4
5446,0
5720,0
14785,2
2059,2
9835,4
9436,2
3638,4
16365,0
7996,0
16078,3
10645,3
16642,1
8,3
16065,4
7149,4
15577,0
4724,0
5034,0
8140,4
9626,3
4007,3
9808,0
13081,4
7928,0
13313,0
14826,0
2140,1
16243,0
3172,4
4418,1
17802,4
6839,4
16622,0
15289,0
13942,0
12641,3
7221,0
7178,4
11326,4
2461,0
12779,3
7237,4
3353,4
8429,3
15878,0
4150,3
4473,3
17484,1
8239,1
2805,3
1521,4
2774,4
16418,0
13393,3
8135,4
4661,2
8043,2
3474,0
1891,1
10288,1
14090,0
17473,1
17402,1
4968,4
15480,3
7162,0
6874,4
1519,2
9722,1
12108,0
6119,0
2698,1
15176,0
10485,3
11904,0
6210,4
3510,3
17896,4
14995,1
14315,4
5241,4
10840,1
15925,0
17131,3
8841,3
3552,4
11115,0
7456,0
17030,4
2194,1
5866,0
6692,3
15271,0
17237,2
7551,1
6232,4
9370,1
11204,3
16779,2
8323,0
2173,0
411,0
2965,2
3490,0
15785,1
4562,0
9303,4
1498,0
11663,3
4851,0
1690,4
12256,0
15161,4
5952,2
3428,4
3545,0
722,3
5114,3
14353,1
14264,0
14683,2
4220,0
518,2
10316,2
4955,4
6271,4
2547,4
8781,3
6121,3
10420,0
2629,0
7676,0
11682,4
6342,0
13095,2
8255,3
14651,4
2093,4
6412,4
14874,0
14181,4
12145,1
2622,2
15811,3
3941,4
17210,4
8097,1
11273,0
17119,4
14478,3
14195,4
8846,0
11420,4
16823,2
10136,0
8631,1
5934,1
14465,0
5284,2
13289,4
10556,2
2373,3
7044,3
4737,4
3916,0
5282,0
845,4
12643,1
1500,2
