,y
16909,0
13978,2
7797,0
17636,4
1100,1
6882,2
14028,4
10090,2
9299,3
10187,4
10514,2
7154,1
14840,0
17055,4
4318,3
13859,3
16286,3
5965,3
9986,0
7718,3
4449,3
809,4
11790,1
13708,0
11930,4
13529,3
14081,3
628,2
11199,0
1284,0
7193,0
8757,1
10710,4
16959,4
140,3
9550,4
4980,1
2210,3
7687,0
8009,4
5794,3
12743,0
17549,1
12779,3
7541,4
6515,0
7094,1
12890,0
5075,2
12511,3
7419,1
1000,0
676,0
2255,1
5800,1
9461,4
16683,0
2688,1
5017,3
2062,2
7384,4
2169,0
5649,3
16429,0
2186,3
17168,4
3942,2
2463,0
11980,1
13920,1
10689,4
579,2
14234,2
6674,4
16188,3
10094,3
15248,2
14433,4
14516,3
11783,2
4937,4
14309,2
3160,4
791,1
3681,4
12852,3
10614,1
122,3
1207,0
2042,4
6895,1
8214,4
11675,1
246,0
2548,0
1853,2
14291,4
4503,4
5806,4
16834,2
5523,4
1367,4
7767,4
9735,2
11748,1
7819,0
11229,0
17281,0
14461,4
2718,0
6298,4
15794,1
16451,1
10642,4
7359,0
2308,2
4411,4
10421,3
3136,3
13011,4
15077,2
14436,0
7288,4
9497,1
1123,3
4692,4
1097,1
6947,1
11864,1
11685,2
16987,2
3157,0
12738,0
6757,4
15949,4
2712,4
3858,1
2822,0
8350,2
10314,1
421,4
8704,4
1422,4
10033,0
553,4
11732,4
15389,3
12291,4
14994,3
13911,4
1587,4
3886,0
9769,4
4451,4
8908,1
9790,2
15569,0
11085,0
7206,4
4397,1
15497,3
4009,1
8609,2
10768,0
16084,2
15225,0
919,0
12132,4
6716,1
701,4
5032,0
6215,2
3803,1
10412,3
17075,0
14626,3
8238,0
6206,3
14231,4
9696,4
11007,0
11108,3
12228,4
13936,4
15438,3
3785,2
13973,4
4390,1
54,1
11855,4
766,4
8453,2
5480,3
15552,1
17475,4
10231,2
567,3
2107,4
16114,0
9096,0
10215,4
8270,1
2827,3
16431,4
3121,3
14468,3
12379,0
4334,1
17533,1
4040,0
7763,4
15941,1
11468,0
10368,2
13210,3
1632,2
11348,2
16798,4
10452,0
9593,3
3232,1
9387,4
16401,3
14978,4
5068,0
16806,3
10157,4
2804,4
1624,4
16589,3
15969,0
6210,4
2388,2
13577,4
1077,0
9647,0
4181,3
7061,4
12053,1
17853,4
14199,4
14911,0
667,0
4306,4
8975,0
7349,0
10654,3
10692,0
17388,4
11010,2
13032,0
16803,1
16378,4
14721,3
6805,4
1912,0
17344,3
14453,4
1781,4
13015,3
6307,4
12124,4
6067,0
10675,4
10159,1
665,3
4294,0
1004,4
11469,4
792,3
14752,4
6365,4
8419,0
14599,4
13715,2
12342,2
10539,0
6624,4
13050,0
3144,3
9313,4
15325,0
15501,4
12752,0
10453,2
11158,4
4777,1
17784,4
5642,4
13451,2
12580,3
9476,4
4097,4
3215,0
12118,0
11212,3
1366,3
5332,0
4978,0
992,4
9255,1
10783,3
17898,4
1331,2
10110,4
9419,4
12021,1
12888,3
210,0
574,1
8729,4
6117,1
13661,0
16009,4
8875,1
16377,1
16390,0
1852,3
8181,0
15919,0
7696,4
15673,4
7239,3
12235,3
12121,4
12557,4
1178,1
1649,0
13747,2
678,1
3311,0
5502,4
14480,3
17138,3
2673,3
13746,0
7323,0
11937,0
8832,1
11687,3
3399,1
9430,0
6317,0
16633,0
12787,3
8826,4
1546,4
13951,4
1454,3
1702,0
9471,4
1861,2
829,0
6695,4
13082,0
4005,0
14008,2
721,2
14435,1
6633,0
14036,4
16832,3
9596,4
17336,4
17056,4
13383,0
9086,0
10019,2
674,3
943,4
9823,1
2094,1
17001,0
461,4
10865,4
13135,4
11367,4
2298,2
2778,3
6140,4
7878,3
6235,3
11666,2
9247,3
3353,4
8596,4
4764,3
15136,0
12789,0
8939,0
12837,3
468,0
5094,4
2533,4
11726,0
12238,0
17108,4
11624,4
12977,1
3118,2
73,4
7716,0
1074,4
10576,2
15116,2
11096,4
9058,3
6572,2
10804,4
13356,0
2143,0
17060,3
2640,4
6112,4
12396,4
4366,1
4258,0
13486,2
7560,0
9948,0
17418,3
13202,4
17554,2
7455,3
11343,2
7548,4
209,0
9107,0
16071,0
15094,4
443,0
6849,4
15774,0
4647,1
12974,1
294,0
15869,0
14580,2
2014,4
15592,0
16632,1
9644,4
17356,0
618,2
116,4
16086,3
3786,4
4262,0
7420,0
1137,1
2742,0
2085,1
17666,0
9194,4
15807,4
8841,3
8568,4
5963,4
16189,4
17887,3
13379,4
6226,4
9219,1
5473,0
2334,4
10461,3
7162,0
3975,3
17561,0
852,2
7022,1
6275,4
6923,1
13359,0
16789,4
179,0
780,0
6988,3
8617,4
15876,3
10771,4
16985,3
11572,4
166,2
12800,4
16514,0
7569,3
5681,4
5343,3
4178,2
7846,3
2615,4
7557,1
16846,2
17905,3
7641,4
15171,3
1680,0
5295,4
3856,1
299,1
592,4
17650,3
11866,0
14070,4
10510,4
719,4
8068,3
16376,4
2885,4
14211,4
4845,0
15543,4
1187,3
13644,4
16270,4
7197,0
1862,3
10946,3
9289,0
3491,1
1681,0
11245,4
15061,4
15235,0
2868,2
15627,0
15978,0
14448,0
12361,0
16566,1
2424,3
1706,0
13116,0
10174,3
15276,3
5585,1
8970,4
7183,2
10283,0
1278,4
8732,0
16168,4
10503,2
8656,3
5098,2
15744,0
9372,0
7571,3
4878,2
10591,4
15903,4
912,0
3089,2
9040,4
857,4
9747,4
15532,4
2854,4
5814,0
4824,0
193,2
6821,0
556,0
1439,4
14321,3
2755,1
6468,4
6555,3
12020,3
13209,2
8361,2
1578,3
12938,2
17735,4
9895,0
1493,4
11962,4
13077,4
17782,0
10465,0
17444,4
4519,4
13423,3
15858,0
16577,4
16297,0
142,4
1040,4
16413,2
7535,1
12653,0
9791,4
12114,1
7532,4
3080,0
1098,0
10127,1
9732,0
13004,4
12910,1
7008,4
6877,4
15865,4
14703,4
10815,1
9484,4
5467,1
12951,0
6026,2
7770,1
17862,4
5400,0
8328,4
13159,1
7680,0
11638,1
12293,4
9716,1
12261,3
14449,4
9652,4
8082,3
2557,4
8162,3
15385,4
1309,4
6173,2
5170,0
11270,3
17043,4
944,4
9673,4
8682,1
602,4
13771,0
13630,4
14859,2
5897,4
14236,2
9006,3
879,4
2303,0
10944,3
8501,4
1544,4
2595,1
16113,4
6165,4
7307,4
7918,0
2113,3
6938,0
281,3
12296,1
1011,4
4172,0
10799,0
11889,3
15762,2
5633,4
10298,4
3482,3
9195,1
7972,0
16906,4
7664,1
2720,3
17215,1
16663,4
17088,1
8349,0
4307,1
7198,4
17736,4
659,0
6897,4
15667,1
4701,2
4892,3
14521,3
6551,0
1062,4
17062,4
1851,4
13489,0
5181,3
11526,0
3318,4
8125,2
17051,4
17053,0
5384,0
14975,0
10540,2
9465,1
12290,0
17135,0
7876,0
12721,3
8551,0
6809,1
16835,4
14336,3
17150,4
7866,0
1764,2
45,3
17137,0
15421,0
4551,4
15957,2
15659,4
9684,4
5992,3
7345,3
11691,0
8482,0
2582,3
12320,2
10570,4
4086,2
8527,4
11931,2
231,4
10705,4
8334,4
11924,4
1916,0
6599,4
4292,0
10779,0
8767,3
9595,4
10748,0
17715,4
14267,0
2635,4
10346,3
1556,3
1856,4
9754,1
11728,1
17413,1
1029,2
8868,0
5250,1
8593,4
4590,1
15898,4
10554,1
5773,4
17242,3
12173,4
7886,0
5153,2
13651,0
5418,0
10327,4
6045,2
6381,2
3011,0
10624,2
2305,2
2466,2
11266,4
14867,2
577,2
15684,4
4507,3
13780,0
17738,4
4864,4
13991,0
16173,1
9944,4
10399,0
5910,0
6505,2
2871,0
9469,0
7385,1
17258,0
4121,0
17300,3
11814,0
11051,1
3746,0
14333,2
14248,3
15221,0
1007,4
9582,2
13034,0
2419,0
6944,2
12056,4
16283,0
1824,3
13507,0
1268,1
13808,2
8106,3
14437,0
1338,3
13345,0
1364,4
14745,4
14648,4
2015,4
12740,4
3667,1
15084,0
8172,0
14683,2
9581,4
12478,0
7190,4
9705,3
12762,2
16492,2
10466,3
6559,2
16313,3
17653,1
10275,4
777,4
2601,4
2459,0
8017,0
10487,1
6958,0
15395,0
4650,4
1797,4
3180,0
16995,2
6683,0
15821,0
143,0
3700,1
17329,3
12745,4
16802,4
810,0
11273,0
5547,1
4619,1
11386,4
7746,0
12720,4
8648,0
8683,4
5085,0
1839,4
11342,0
4859,4
9384,0
13890,1
11609,1
15216,4
14539,3
3384,0
1633,0
11643,1
16199,0
3740,2
8294,4
4695,0
9866,1
5779,4
12116,4
6443,3
6181,4
11727,2
13252,3
12621,0
9702,3
13573,3
6791,4
16860,0
13940,4
7717,0
2362,4
14296,1
15175,4
7677,1
16361,3
10558,3
7910,2
375,0
3003,2
4029,3
1230,0
14266,4
17157,1
15281,2
6689,1
5073,1
16525,0
12833,0
15846,4
8258,4
12547,3
7087,0
14311,3
4401,1
1763,4
3117,3
15832,4
440,4
415,1
2879,2
7219,4
14834,1
13334,1
7698,0
7533,0
6942,1
6339,0
15270,2
3276,0
8538,4
16666,3
11222,4
15625,0
17641,3
5155,1
13667,4
4138,4
8028,2
6866,2
14450,0
8477,3
1298,2
13462,4
872,1
1832,2
1956,3
14101,3
1948,1
2950,4
15330,0
8139,2
12151,2
14017,1
14891,3
17810,0
5104,4
16778,4
5593,1
17259,0
5144,0
1789,0
5322,4
16460,4
2193,0
2678,0
5293,0
5369,2
10118,4
11925,4
12955,2
8340,4
2060,1
16943,1
16781,1
15431,0
13763,4
3444,0
17886,0
7840,1
336,0
15247,0
5838,1
14370,0
16899,4
15810,3
6030,0
7188,2
11120,4
13039,1
5590,4
7078,3
14417,2
14429,1
3558,0
17481,1
5985,4
8250,1
2951,3
14214,4
10337,4
7710,0
8787,2
4639,0
3148,3
11568,2
11034,4
7265,4
10,4
5739,0
2447,4
14700,4
15363,0
15539,3
6055,4
2952,0
8229,2
16623,0
620,0
15557,4
17814,1
7939,3
2732,3
12945,0
10002,4
14361,1
8824,3
13391,0
2319,4
5212,1
9396,4
1919,0
4760,0
5528,4
16253,3
4896,0
4535,3
1476,4
15386,4
532,3
3913,0
9129,1
8680,2
1222,2
11437,4
6004,4
3579,1
14415,1
338,1
3173,4
7748,3
4076,4
12084,2
10018,1
9333,0
5661,1
4020,0
1259,1
16343,4
15108,3
14860,3
2443,0
13981,2
15817,2
1559,4
10388,3
13520,0
4973,4
17910,3
2486,0
6706,0
2139,1
13945,2
7435,0
688,0
7547,1
8353,1
16371,0
5067,1
1013,0
2607,4
16546,1
14804,3
10183,1
4174,0
5345,4
11590,0
14966,3
11669,3
1446,1
7637,4
6704,1
14943,0
2135,2
15099,0
16777,0
17268,2
13169,1
17,3
9316,4
4149,2
5909,4
15196,0
9932,2
3555,2
7251,2
9244,3
12044,2
9817,4
1570,3
4420,0
1349,1
9253,4
16477,2
1636,3
2236,0
7236,3
16936,3
9150,2
7175,2
14682,1
17392,3
1162,1
15076,3
14544,1
1326,1
2295,0
8071,1
12282,0
15455,2
17025,4
5849,0
3804,0
7632,0
10024,0
2239,0
7278,2
11740,4
13443,2
8198,4
4050,0
14519,1
12922,1
14177,1
15127,2
12521,3
12387,3
354,3
7259,1
4763,2
11062,0
11068,1
6954,3
6211,0
7691,0
16022,4
6762,4
16643,2
5305,3
5534,3
7114,3
13119,0
9459,2
14136,3
7542,4
2972,3
8444,0
11874,1
8311,0
6602,0
1111,3
519,0
3017,0
16293,4
1713,0
2701,0
16093,0
3654,2
8965,4
15563,1
11928,0
14156,0
15590,0
13646,0
15243,4
12236,3
17292,0
3628,1
11868,0
5541,3
10163,4
8963,4
3646,0
12082,0
4241,1
17243,2
14029,4
8854,0
13424,2
3231,3
7490,0
1113,2
16411,3
13069,0
15927,4
7609,4
12677,1
17860,0
7267,0
16881,1
5078,4
7652,3
1022,3
14596,0
5210,1
13048,4
9828,1
11655,4
6796,4
6530,4
4953,3
11054,4
2877,1
13448,1
12959,4
4210,3
14260,4
16268,4
13965,4
15980,4
4918,2
15643,1
15310,4
14777,0
11885,4
64,3
4496,3
12501,3
16102,2
14099,0
16919,3
10371,0
3631,0
3560,1
3115,0
2685,4
3238,0
5269,4
9730,4
12950,4
12690,2
2154,3
7147,3
11114,0
13150,0
9019,4
9594,4
13266,1
4237,3
495,4
2989,0
13113,0
11319,0
5192,1
7012,0
8499,3
11724,1
3830,4
3951,0
2881,3
863,4
5030,0
5249,0
2420,4
4062,0
1984,0
12505,0
1194,2
17118,4
2111,0
15263,0
6735,2
9017,1
17546,1
15303,2
10813,2
11193,2
10953,4
8877,2
8498,4
12281,3
9666,2
15582,0
3844,4
2400,2
15397,3
10004,4
13254,4
12060,1
8080,4
10273,1
1507,4
10787,0
5742,1
6732,2
12582,1
11620,1
552,3
8020,1
8335,3
2304,0
14558,4
8748,4
4185,4
1941,0
5900,4
7010,4
1179,0
13117,0
2175,3
1048,1
15925,0
5263,0
14482,4
10200,4
1172,2
14547,4
747,0
2440,4
16238,4
17172,0
4176,1
15238,3
194,0
6611,4
4412,2
4365,1
10107,4
990,4
1092,4
4744,4
17880,0
2977,1
11815,1
15333,4
17318,0
1327,4
9635,1
2083,3
7831,0
17394,1
8773,4
16927,1
7303,0
14137,3
3693,4
16001,2
17423,0
5175,4
12777,2
15642,0
1351,2
12168,0
2976,4
1328,4
16849,2
17829,1
10249,4
17280,2
6420,2
6025,0
5859,1
13864,1
13535,0
10043,4
16622,0
6587,3
10824,4
16719,0
5414,4
14000,4
14543,3
13467,0
5354,2
322,4
5687,3
13439,3
2500,0
5934,1
15161,4
8440,1
6343,1
15073,3
9319,0
14374,4
12948,4
16483,2
2509,1
6738,0
16914,2
12251,0
14256,1
778,1
3976,0
13329,2
4495,2
17718,0
11697,1
11772,4
13274,4
17924,2
977,4
6047,4
3484,1
2262,4
5881,2
1708,0
9177,2
7077,4
3410,0
1250,4
16353,4
6263,0
2411,0
16257,0
248,3
2370,0
2560,3
11170,3
16548,4
14471,4
14646,0
1478,0
2919,1
5703,2
15814,0
324,3
14205,0
2434,4
11066,4
724,4
7245,4
11346,4
12736,0
6579,1
5734,0
5024,0
12710,0
6952,0
4200,0
12983,0
9875,2
3501,0
7639,4
15326,0
15775,3
15836,2
11334,4
10774,4
2700,0
16052,0
6166,4
4163,0
4470,0
2754,0
10166,1
3153,4
10527,1
5767,4
3779,0
4147,0
6904,0
12605,4
5026,4
13223,4
10867,1
7392,1
17552,3
14627,0
1265,0
1586,0
704,2
8905,0
8603,3
7093,0
13353,4
10950,2
16670,3
17375,3
4812,4
1750,4
6075,4
14107,4
8397,4
6399,0
8691,3
9688,4
10220,3
17507,4
6175,4
14694,4
10976,0
8109,2
8088,1
16674,4
11349,1
12069,0
13484,1
2213,3
2606,3
12091,4
2677,2
11837,1
9070,0
4607,1
13598,4
834,0
17514,2
15031,3
1066,4
6049,4
16099,4
12856,3
11994,4
10725,1
11482,4
10498,4
9874,4
13475,4
12009,3
9262,0
7592,1
16676,2
15540,0
15516,3
15426,1
2658,0
8321,2
9665,0
2433,0
10916,4
12739,0
9001,2
17901,2
760,4
11118,4
4809,2
2829,0
2058,0
7458,2
8281,0
13221,0
13844,1
5920,0
6502,2
328,0
10350,1
7293,4
5124,2
17767,1
11274,2
2957,1
11017,4
13053,0
11460,2
13085,0
12098,4
8049,0
1608,4
13161,3
17756,0
12259,4
9657,3
5700,4
2761,0
11357,0
9432,1
16932,0
3658,2
4856,1
10695,0
10295,4
1433,3
4828,1
17224,3
15767,0
6207,3
13250,3
16225,0
4588,1
6646,1
6104,4
10143,0
4539,0
3364,4
14230,3
12882,0
2081,4
17471,3
13129,4
6456,3
10872,4
1255,3
17146,0
17295,3
16842,0
16619,4
8878,0
7674,0
3014,2
16723,4
3698,0
3085,1
2876,4
11195,0
470,2
14754,3
16210,4
8483,2
4190,3
13350,3
10752,3
6375,0
17489,0
14545,3
6379,0
15538,4
16314,1
17337,1
14541,1
10664,3
8564,0
14059,2
14094,4
9499,4
1306,1
10104,3
13168,0
3982,4
12957,1
894,2
16325,1
10420,0
261,4
8918,1
11780,3
6385,1
6772,3
1086,0
3334,1
6872,4
7428,4
9068,1
15915,1
17619,4
11684,4
10254,3
2684,1
7539,0
15178,4
11796,4
4308,4
5665,0
8674,0
1279,3
13637,0
6730,3
13823,4
17031,4
5135,4
6793,0
17270,2
14919,1
12988,4
3332,1
11377,2
11736,0
12578,0
10449,1
16905,0
17193,4
11912,0
12325,4
15926,0
17233,0
1287,2
842,3
1965,4
17734,0
3051,0
3825,1
17843,0
6715,3
10740,0
3386,3
15920,2
12595,4
8136,4
14001,4
2680,1
13932,2
14904,3
7493,1
3082,3
17071,3
10185,0
15827,0
7640,4
4014,4
5468,3
10161,0
17299,1
4574,4
9124,4
4410,4
11907,4
2074,0
11142,4
6798,0
13010,2
1316,4
13949,4
14600,4
3210,0
8355,0
8990,0
4414,0
4922,4
7757,1
7176,2
16542,0
3072,4
12306,1
16489,0
13167,0
13782,0
2928,4
7222,0
12498,0
15133,3
8066,3
13827,1
17105,2
3389,0
9014,2
7621,4
5028,1
17792,1
12459,4
5666,0
13500,4
970,0
15771,4
17405,0
5247,4
260,3
16321,4
8936,0
16108,1
7969,1
8180,0
7611,0
582,0
1354,3
100,2
3500,4
16261,4
6270,4
10874,4
5277,4
6189,4
4367,3
9868,1
11151,4
13980,2
5442,4
12749,0
6828,1
8805,2
6819,0
16280,1
15882,1
10199,0
10422,0
16645,1
17548,3
12333,4
15342,3
4635,4
2231,2
11987,1
6888,0
7254,4
11950,0
14149,4
17614,1
7279,0
9028,1
4234,4
2613,0
15129,2
4575,4
7504,2
16275,0
2639,4
11961,0
6948,0
10497,4
15913,0
9522,1
12203,4
4549,0
11391,0
6963,2
10548,4
15039,0
7531,3
8650,3
16760,3
3673,1
7629,3
10248,4
15809,1
16550,3
17165,0
7468,3
10606,1
2597,0
14623,0
14009,3
474,2
4339,1
4723,0
8187,1
15736,0
12615,4
14920,2
4448,2
14443,1
3635,4
435,4
5128,3
7540,0
4177,2
13409,4
7966,2
7766,1
476,2
14567,4
8631,1
1860,4
5095,2
16334,4
14451,2
9836,1
2492,0
9540,4
3966,2
4023,1
3888,0
4120,4
5033,3
15146,0
17568,4
13716,3
7682,0
8304,2
16852,4
12080,3
5387,4
2947,0
3016,2
3737,3
13576,2
5080,0
15853,4
8920,2
2745,1
477,0
16412,0
14549,1
16266,1
17376,4
17424,3
11393,4
8121,1
14048,2
9867,0
7941,1
9468,2
11300,2
2704,2
8464,2
1872,4
15675,0
1219,2
6302,0
9903,4
16545,0
10375,4
235,0
2784,0
15585,4
14340,2
500,0
6145,0
10409,2
16333,0
17129,3
2375,4
11305,0
8247,4
9296,4
5513,1
5873,4
3355,1
6779,4
17621,0
8500,0
15096,4
16367,2
13512,0
4920,3
14929,0
16978,4
418,4
12201,0
4202,4
11037,2
9922,0
1957,4
15709,0
14115,1
12380,1
15182,4
15232,4
3108,2
3008,0
13653,3
4006,3
15952,4
11228,0
2820,3
14044,4
1767,4
16621,3
4493,0
25,0
396,4
14360,4
11755,0
2347,3
12001,4
4317,4
3502,4
9869,0
13059,4
17805,3
171,1
9416,4
12804,3
6436,1
9761,0
12886,1
11699,0
15289,0
304,1
4245,3
2212,4
654,4
5378,0
4572,3
14744,0
7568,4
14365,0
3483,1
13282,0
7143,4
10785,2
662,4
1329,3
1125,0
7522,4
15045,4
3492,4
17028,2
17264,2
9680,1
13781,0
12469,2
5365,2
12624,0
13060,2
4631,0
15576,3
10500,1
17084,0
8654,4
1866,4
9638,2
2301,4
7821,4
12349,2
9605,2
3880,2
7237,4
7126,0
4688,0
8853,0
3177,1
15015,3
6003,0
7472,0
3582,0
6727,4
5536,1
14961,2
10687,3
4070,0
1759,4
14854,3
6277,4
14141,0
7942,3
17196,4
4538,3
2767,1
14178,3
10922,0
3568,1
274,2
705,3
16711,3
3504,2
7145,0
16555,4
13975,2
10809,2
12933,4
5027,4
9382,0
3709,4
4175,2
9181,4
1302,4
16246,0
4795,4
8535,2
2450,2
6525,0
2121,3
8364,1
11896,4
15670,0
15279,1
2851,2
11484,1
4065,4
4581,0
3904,1
10065,0
10398,2
3064,1
14035,4
8095,4
8358,0
13190,2
10631,2
15067,0
117,1
4013,3
13761,3
873,4
4048,0
14510,1
5444,4
17027,1
14957,3
3758,4
2482,0
1769,0
11782,0
7317,4
3028,4
4146,4
3901,4
14268,4
11115,0
10316,2
4291,3
13931,0
7262,0
16915,4
12126,0
2168,4
2758,2
58,2
4378,4
15734,2
11960,0
14889,4
8211,0
2903,3
7438,0
5631,4
4529,4
367,1
15006,1
4458,4
5893,0
5228,1
6629,0
1810,0
2693,4
15960,1
1717,0
9578,3
1799,0
80,0
9996,0
15388,0
2898,4
17214,4
5230,2
5602,1
11768,4
17072,1
13699,3
3583,0
4672,0
17491,4
10738,0
1382,0
10172,2
17526,4
9406,0
6721,2
11775,4
17651,0
11601,1
499,2
15064,0
12698,0
422,4
3077,1
4068,0
5876,0
10704,4
15911,2
14583,1
5870,0
14122,0
5036,0
1242,0
10035,2
8093,2
7526,4
13098,3
1685,1
5220,2
12283,4
8814,4
895,0
17249,4
2614,2
15417,3
13560,1
7388,2
8244,0
7815,4
9450,3
7796,3
295,0
8137,4
8153,0
5303,1
10746,2
3009,2
4666,4
14154,0
10723,0
8999,4
3018,4
10026,4
11615,0
16790,0
731,4
6021,1
17672,2
74,4
8224,2
13510,4
13718,0
608,1
4658,1
11920,2
6335,1
4523,4
3268,4
3584,4
6052,0
10320,3
5868,2
10949,3
16756,1
2228,3
1946,0
5090,4
3181,4
12336,0
5273,1
14846,0
12057,2
9355,4
6373,0
4792,4
7601,4
7738,4
13722,1
15016,1
8772,1
1688,1
3834,4
16357,1
4276,4
4706,0
728,4
13155,4
11024,0
9327,0
11089,4
13854,3
5816,4
14939,1
11877,1
14843,4
13533,0
506,4
3707,2
3739,1
14216,0
5636,0
5946,4
8998,4
11853,4
300,0
4164,3
5542,3
8903,4
4664,3
16298,3
9708,2
13679,4
1126,3
536,4
16872,0
11262,4
1133,4
2727,0
16329,3
14639,4
12573,4
14018,3
10261,4
1634,1
2974,1
6016,0
7985,4
13236,4
2449,2
16608,2
1838,0
1545,1
1641,2
4400,0
13037,3
6465,4
9024,4
3846,1
581,4
6880,1
8317,0
6682,2
8271,2
2257,4
2515,4
2188,0
15944,4
9101,0
16075,1
3791,2
2834,0
14595,0
1770,0
8067,2
7321,0
15742,0
17217,0
6390,4
594,0
14906,0
9808,0
10071,2
16501,0
1095,4
13394,4
10730,0
11557,0
10814,4
4189,3
9718,4
16871,4
3124,0
11109,4
5260,4
17520,4
1214,4
8089,0
2056,1
5707,2
5579,0
17551,1
6316,4
14404,2
14645,0
7804,4
17523,4
10818,0
13122,0
15722,3
9849,4
1794,2
12995,4
8465,0
2906,4
3202,4
5953,4
17861,4
7313,0
11798,2
6556,1
6428,4
6903,4
10786,0
3024,1
6853,0
2149,0
5313,0
6473,0
2296,0
5355,0
13433,0
1529,0
13779,3
8031,3
15053,3
14174,1
8200,0
5699,4
7703,2
8504,0
5690,4
13809,4
9122,2
3852,4
16240,0
14540,4
10827,0
8815,0
2348,3
11198,0
17671,0
13656,0
6504,4
8227,3
1887,0
14712,2
9386,3
14669,0
10415,2
8415,4
5883,4
157,4
13040,0
9083,3
3031,2
4139,2
9938,0
2322,2
9890,1
6078,4
13772,3
11990,0
15870,0
11614,4
5884,0
1117,2
17452,3
9057,0
12038,0
11528,1
699,3
6865,3
4649,4
491,4
13787,2
5315,4
2867,4
7381,0
17464,0
2843,0
2049,4
4467,0
14653,0
17513,0
3782,0
16362,3
3323,3
1667,4
10265,3
8597,4
812,3
2221,4
9000,0
1159,3
7340,0
9331,4
12846,0
9065,0
9298,0
813,0
6245,4
10726,1
11197,0
6883,3
880,2
15123,3
15277,4
9717,2
7594,4
2180,0
13934,2
5167,4
6154,0
17289,0
11985,1
6417,4
7528,2
1072,1
11541,4
14065,1
5786,3
13283,4
6806,0
12250,4
13494,1
1911,0
11044,0
1666,4
9266,1
16197,0
10076,1
5309,1
5134,1
11626,0
17510,0
14921,3
15286,4
13682,4
7678,4
637,4
14782,2
1377,4
11491,2
1003,1
1342,3
176,0
15842,1
12093,1
3687,0
4354,4
2187,2
15046,0
10001,0
10516,4
15167,3
7760,1
1924,4
14798,2
59,4
9029,4
11443,0
12314,3
14220,1
10318,4
14032,4
15588,1
5431,0
13111,3
741,0
17758,2
16109,4
9099,4
12480,0
15119,3
15194,2
6617,0
2619,4
3925,0
8840,3
9584,1
5890,4
15938,0
1281,4
11785,4
14486,0
15381,1
4700,3
7932,4
7889,1
2714,3
8404,3
5952,2
14661,4
11155,1
9979,4
13130,0
9959,1
13517,0
3073,0
2938,0
4894,4
10573,1
3197,1
15813,4
968,2
8938,4
420,0
2696,2
957,2
15522,3
15259,0
2464,1
1840,3
13885,4
1539,0
15319,3
17638,3
8132,4
2350,2
1674,4
9352,1
14063,1
5227,2
12209,4
12577,4
2325,2
15651,1
8119,0
4170,0
16758,1
15118,1
3816,0
5417,2
11384,0
17919,4
2725,0
3456,4
7520,3
7049,4
2373,3
15881,4
15020,0
7011,4
5346,3
2638,3
16323,0
9193,0
17044,2
2244,0
4064,4
14056,0
9258,0
3727,4
15151,0
14328,4
4641,2
8529,0
12400,0
10108,0
3453,3
15008,1
8204,4
2016,4
17411,1
15229,2
11090,4
11628,0
9845,3
7802,0
15770,2
4140,4
9643,2
2374,1
5757,2
6019,2
7714,0
15698,0
11988,1
4188,3
16657,3
17076,0
993,0
12388,2
15435,1
7452,0
12484,4
245,4
9856,3
11769,4
816,3
13966,0
10927,0
4297,4
16049,2
9170,2
173,4
2809,1
15399,0
8065,0
17512,1
2106,1
15409,2
2623,2
163,4
4038,1
4871,4
15090,3
4254,0
5551,0
12090,4
8001,1
6106,2
12096,4
5738,2
2162,4
7211,1
3915,4
2112,1
10155,4
4477,0
16830,2
1986,4
12276,0
856,2
8085,4
230,4
17124,1
14641,2
8784,0
2791,3
3759,3
4260,1
10931,2
13280,3
2161,4
9166,0
642,1
4870,4
17023,4
10085,0
10102,2
8055,1
1780,0
2983,1
12727,4
1426,3
14582,0
2489,0
11400,4
15872,2
9793,4
8402,2
8157,1
16930,4
1443,1
8910,2
11134,4
5653,0
2770,1
12494,4
6484,3
6074,4
5138,0
13974,0
12844,0
5201,4
16094,4
16444,2
13165,1
15095,2
17252,3
2237,0
1084,1
88,3
15897,4
13603,3
4342,0
11318,3
11009,0
17323,4
10644,0
13511,0
12657,1
8993,4
15518,4
1606,1
7098,4
6907,4
17231,1
2729,0
2008,0
10964,0
1213,2
3314,0
2068,1
3313,1
13574,4
17659,4
9227,1
7730,4
1486,4
15065,4
9412,0
14364,4
9667,4
14362,4
9512,2
7088,4
7120,4
3241,0
11738,3
14023,1
8746,0
7808,0
17239,4
3775,4
4916,3
5213,4
1865,3
16480,3
14245,3
8053,4
10650,1
4285,3
9080,4
7896,1
4340,0
3116,1
13071,3
6782,0
3955,1
6061,1
17235,3
12502,4
5291,2
9601,0
16655,0
15032,1
1310,4
2138,0
13524,0
696,4
17765,1
1603,0
12462,2
12467,0
1440,0
13137,0
16149,4
13246,2
4301,4
1,1
14820,1
3315,4
11493,3
4511,0
1945,3
6863,4
4052,0
9677,0
9128,1
9449,0
10064,0
10757,0
12435,0
15664,1
10676,3
14704,2
7811,0
5484,1
9254,4
2907,2
1191,3
2946,1
9054,1
16024,0
5328,3
16609,3
259,4
16423,3
2981,4
1672,3
1485,0
8919,3
697,0
7035,0
13554,1
11826,2
7946,0
8520,2
6595,3
10602,0
489,2
7867,1
4553,4
17126,3
16713,3
11446,1
11288,0
3322,0
8403,0
7722,4
9304,3
5278,0
14674,0
8537,4
984,0
